Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified,Year_Group,Topic,resumo
Identification of influencers - Measuring influence in customer networks,Kiss C.; Bichler M.,2008,10.1016/j.dss.2008.06.007,"Viral marketing refers to marketing techniques that use social networks to produce increases in brand awareness through self-replicating viral diffusion of messages, analogous to the spread of pathological and computer viruses. The idea has successfully been used by marketers to reach a large number of customers rapidly. If data about the customer network is available, centrality measures provide a structural measure that can be used in decision support systems to select influencers and spread viral marketing campaigns in a customer network. Usage stimulation and churn management are examples of DSS applications, where centrality of customers does play a role. The literature on network theory describes a large number of such centrality measures. A critical question is which of these measures is best to select an initial set of customers for a marketing campaign, in order to achieve a maximum dissemination of messages. In this paper, we present the results of computational experiments based on call data from a telecom company to compare different centrality measures for the diffusion of marketing messages. We found a significant lift when using central customers in message diffusion, but also found differences in the various centrality measures depending on the underlying network topology and diffusion process. © 2008 Elsevier B.V. All rights reserved.",Centrality; Customer relationship management; Network theory; Viral marketing; Word of mouth marketing,,scopus-artificial intelligence,309,Thinking AI,"['viral marketing', 'centrality measures', 'decision support systems', 'influencers', 'customer network', 'message diffusion']","The abstract discusses the use of centrality measures in customer networks to optimize viral marketing campaigns, emphasizing analysis and decision-making in selecting influencers to maximize message dissemination. This aligns closely with the focus on market analysis and targeting in Thinking AI.",0%,0%,100%,0%,0%,"[2007.0, 2009.0)",Customer relationship management,"O marketing viral refere-se a técnicas de marketing que utilizam redes sociais para aumentar a conscientização da marca por meio da difusão viral de mensagens, semelhante à propagação de vírus patológicos e de computador. Essa abordagem tem sido utilizada com sucesso por profissionais de marketing para alcançar um grande número de clientes rapidamente. Quando há dados sobre a rede de clientes, medidas de centralidade podem ser utilizadas em sistemas de suporte à decisão para selecionar influenciadores e disseminar campanhas de marketing viral. Estímulo ao uso e gerenciamento de churn são exemplos de aplicações de sistemas de suporte à decisão, onde a centralidade dos clientes desempenha um papel importante. A literatura sobre teoria de redes descreve várias medidas de centralidade. Uma questão crítica é qual dessas medidas é a melhor para selecionar um conjunto inicial de clientes para uma campanha de marketing, visando a máxima disseminação das mensagens. Neste artigo, apresentamos os resultados de experimentos computacionais baseados em dados de chamadas de uma empresa de telecomunicações para comparar diferentes medidas de centralidade na difusão de mensagens de marketing. Encontramos um aumento significativo ao usar clientes centrais na difusão de mensagens, mas também identificamos diferenças nas várias medidas de centralidade dependendo da topologia da rede subjacente e do processo de difusão. © 2008 Elsevier B.V. Todos os direitos reservados."
Integrating the voice of customers through call center emails into a decision support system for churn prediction,Coussement K.; Van den Poel D.,2008,10.1016/j.im.2008.01.005,"We studied the problem of optimizing the performance of a DSS for churn prediction. In particular, we investigated the beneficial effect of adding the voice of customers through call center emails - i.e. textual information - to a churn-prediction system that only uses traditional marketing information. We found that adding unstructured, textual information into a conventional churn-prediction model resulted in a significant increase in predictive performance. From a managerial point of view, this integrated framework helps marketing-decision makers to better identify customers most prone to switch. Consequently, their customer retention campaigns can be targeted more effectively because the prediction method is better at detecting those customers who are likely to leave. © 2008 Elsevier B.V. All rights reserved.",Binary classification modeling; Call center email; Churn prediction; Customer relationship management (CRM); Data mining; Text mining; Voice of customers (VOC),,scopus-data mining,124,Thinking AI,"['churn prediction', 'customer retention', 'predictive performance', 'marketing-decision makers']","The abstract discusses optimizing a decision support system (DSS) for churn prediction by integrating unstructured textual information from customer emails. This aligns with the Thinking AI category as it involves market analysis and targeting, helping marketing-decision makers identify customers likely to switch. The focus is on improving predictive performance and effectively targeting retention campaigns, which connects with strategic analysis and marketing analytics.",0%,0%,100%,0%,0%,"[2007.0, 2009.0)",Customer relationship management,"Estudamos o problema de otimizar o desempenho de um sistema de suporte à decisão (DSS) para previsão de churn. Em particular, investigamos o efeito benéfico de adicionar a voz dos clientes por meio de e-mails de call center - ou seja, informações textuais - a um sistema de previsão de churn que utiliza apenas informações de marketing tradicionais. Descobrimos que a adição de informações textuais não estruturadas a um modelo convencional de previsão de churn resultou em um aumento significativo no desempenho preditivo. Do ponto de vista gerencial, essa estrutura integrada ajuda os tomadores de decisão de marketing a identificar melhor os clientes mais propensos a mudar. Consequentemente, suas campanhas de retenção de clientes podem ser direcionadas de forma mais eficaz, pois o método de previsão é melhor em detectar aqueles clientes que provavelmente deixarão. © 2008 Elsevier B.V. Todos os direitos reservados."
Customer targeting: A neural network approach guided by genetic algorithms,Kim Y.; Street W.N.; Russell G.J.; Menczer F.,2005,10.1287/mnsc.1040.0296,"One of the key problems in database marketing is the identification and profiling of households that are most likely to be interested in a particular product or service. Principal component analysis (PCA) of customer background information followed by logistic regression analysis of response behavior is commonly used by database marketers. In this paper, we propose a new approach that uses artificial neural networks (ANNs) guided by genetic algorithms (GAs) to target households. We show that the resulting selection rule is more accurate and more parsimonious than the PCA/logit rule when the manager has a clear decision criterion. Under vague decision criteria, the new procedure loses its advantage in interpretability, but is still more accurate than PCA/logit in targeting households. ©2005 INFORMS.",Customer relationship management; Database marketing; Genetic algorithms; Neural networks,,scopus-genetic algorithm,117,Thinking AI,"['households', 'target', 'artificial neural networks', 'genetic algorithms', 'logistic regression', 'decision criteria', 'response behavior']","The abstract discusses a novel approach using artificial neural networks and genetic algorithms to improve the targeting of households for marketing purposes. This aligns with the 'Thinking AI' category, which focuses on market analysis and targeting. The mention of decision criteria and accuracy in targeting households further emphasizes the strategic analysis aspect of marketing, making it a clear fit for this classification.",0%,0%,100%,0%,0%,"[2005.0, 2007.0)",Customer relationship management,"Um dos principais problemas no marketing de banco de dados é a identificação e o perfilamento de lares que têm maior probabilidade de se interessar por um produto ou serviço específico. A análise de componentes principais (PCA) das informações de fundo dos clientes, seguida pela análise de regressão logística do comportamento de resposta, é comumente utilizada por profissionais de marketing de banco de dados. Neste artigo, propomos uma nova abordagem que utiliza redes neurais artificiais (ANNs) guiadas por algoritmos genéticos (GAs) para direcionar lares. Mostramos que a regra de seleção resultante é mais precisa e mais econômica do que a regra PCA/logit quando o gerente possui um critério de decisão claro. Sob critérios de decisão vagos, o novo procedimento perde sua vantagem em interpretabilidade, mas ainda é mais preciso do que PCA/logit na segmentação de lares. ©2005 INFORMS."
Fostering B2B sales with customer big data analytics,"Hallikainen, H; Savimäki, E; Laukkanen, T",2020,10.1016/j.indmarman.2019.12.005,"This study focuses on the use of big data analytics in managing B2B customer relationships and examines the effects of big data analytics on customer relationship performance and sales growth using a multi-industry dataset from 417 B2B firms. The study also examines whether analytics culture within a firm moderates these effects. The study finds that the use of customer big data significantly fosters sales growth (i.e. monetary performance outcomes) and enhances the customer relationship performance (non-monetary performance outcomes). However, the latter effect is stronger for firms which have an analytics culture which supports marketing analytics, whereas the former effect remains unchanged regardless of the analytics culture. The study empirically confirms that customer big data analytics improves customer relationship performance and sales growth in B2B firms.",Big data analytics; Customer analytics; Marketing analytics; Firm performance; Customer relationship management; Big data-enhanced database marketing,ELSEVIER SCIENCE INC,wos-big data,105,Thinking AI,"['big data analytics', 'customer relationship performance', 'sales growth', 'analytics culture', 'monetary performance', 'non-monetary performance']","The abstract discusses the impact of big data analytics on customer relationship performance and sales growth, specifically in the context of B2B firms. This aligns closely with the Thinking AI category, which focuses on market analysis and strategic insights derived from analytics. The study emphasizes the role of analytics culture in moderating these effects, suggesting a strategic approach to leveraging data for competitive advantage, which is characteristic of the Thinking AI category. The mention of sales growth and performance outcomes further reinforces this classification.",0%,0%,100%,0%,0%,"[2019.0, 2021.0)",Customer relationship management,"Este estudo foca no uso de análises de big data na gestão de relacionamentos com clientes B2B e examina os efeitos dessas análises no desempenho do relacionamento com o cliente e no crescimento das vendas, utilizando um conjunto de dados de múltiplas indústrias de 417 empresas B2B. O estudo também investiga se a cultura analítica dentro de uma empresa modera esses efeitos. Os resultados mostram que o uso de big data do cliente promove significativamente o crescimento das vendas (ou seja, resultados de desempenho monetário) e melhora o desempenho do relacionamento com o cliente (resultados de desempenho não monetário). No entanto, o efeito sobre o desempenho do relacionamento é mais forte em empresas que possuem uma cultura analítica que apoia análises de marketing, enquanto o efeito sobre o crescimento das vendas permanece inalterado, independentemente da cultura analítica. O estudo confirma empiricamente que a análise de big data do cliente melhora o desempenho do relacionamento com o cliente e o crescimento das vendas em empresas B2B."
Personalized digital marketing recommender engine,"Behera, RK; Gunasekaran, A; Gupta, S; Kamboj, S; Bala, PK",2020,10.1016/j.jretconser.2019.03.026,"E-business leverages digital channels to scale its functions and services and operates by connecting and retaining customers using marketing initiatives. To increase the likelihood of a sale, the business must recommend additional items that the customers may be unaware of or may find appealing. Recommender Engine (RE) is considered to be the preferred solution in these cases for reasons that include delivering relevant items, hence improving cart value, and boosting customer engagement. The paper describes a model for delivering real-time, personalised marketing information concerning the recommended items for online and offline customers, using a blend of selling strategies: up-selling, cross-selling, best-in-class-selling, needs-satisfaction-selling and consultative-selling. The model further defines the e-marketplace by clustering items, customers and unique selling proposition (USP), and then gathering, storing, and processing transactional data, and displaying personalised marketing information to support the customer in their decision-making process, even when purchasing from large item spaces. An experimental study using a quantitative research methodology was conducted in a mid-size healthcare retailer, based out of India, to determine the tangible benefits. The model was tested with 100 online customers and, with the adoption of the proposed methodology, the results indicated growth in average monthly revenue (33.49%), Average Order Value (AOV) (32.79%) and Items per Order (IPO) (1.93%).",Personalized digital marketing; Recommender engine; Customer relationship management,ELSEVIER SCI LTD,wos-recommendation,75,Thinking AI,"['personalized marketing', 'recommender engine', 'customer engagement', 'up-selling', 'cross-selling', 'transactional data']","The abstract describes a model that utilizes a recommender engine to deliver personalized marketing information, which aligns closely with the focus on personalization and targeting in Thinking AI. The model aims to enhance customer engagement and improve sales metrics, indicating a strategic analysis of customer behavior and preferences. The experimental study also highlights the application of marketing analytics to achieve measurable growth, which further supports its classification under Thinking AI.",10%,20%,70%,0%,0%,"[2019.0, 2021.0)",Customer relationship management,"O e-business utiliza canais digitais para expandir suas funções e serviços, conectando e retendo clientes por meio de iniciativas de marketing. Para aumentar a probabilidade de venda, o negócio deve recomendar itens adicionais que os clientes podem não conhecer ou achar atraentes. O Recommender Engine (RE) é a solução preferida nesses casos, pois entrega itens relevantes, melhorando o valor do carrinho e aumentando o engajamento do cliente. O artigo descreve um modelo para fornecer informações de marketing personalizadas em tempo real sobre os itens recomendados para clientes online e offline, utilizando uma combinação de estratégias de venda: upselling, cross-selling, best-in-class-selling, needs-satisfaction-selling e consultative-selling. O modelo também define o e-marketplace agrupando itens, clientes e proposta de venda única (USP), além de coletar, armazenar e processar dados transacionais, exibindo informações de marketing personalizadas para apoiar a decisão do cliente, mesmo em grandes espaços de itens. Um estudo experimental com metodologia de pesquisa quantitativa foi realizado em um varejista de saúde de médio porte na Índia para determinar os benefícios tangíveis. O modelo foi testado com 100 clientes online e, com a adoção da metodologia proposta, os resultados indicaram um crescimento na receita média mensal (33,49%), no Valor Médio do Pedido (AOV) (32,79%) e nos Itens por Pedido (IPO) (1,93%)."
A reference model for customer-centric data mining with support vector machines,"Lessmann, S; Voss, S",2009,10.1016/j.ejor.2008.12.017,"Supervised classification is an important part of corporate data mining to support decision making in customer-centric planning tasks. The paper proposes a hierarchical reference model for support vector machine based classification within this discipline. The approach balances the conflicting goals of transparent yet accurate models and compares favourably to alternative classifiers in a large-scale empirical evaluation in real-world customer relationship management applications. Recent advances in support vector machine oriented research are incorporated to approach feature, instance and model selection in a unified framework. (C) 2008 Elsevier B.V. All rights reserved.",Marketing; Data mining; Customer relationship management; Support vector machines,ELSEVIER,wos-data mining,63,Thinking AI,"['supervised classification', 'customer-centric planning', 'support vector machine', 'decision making', 'customer relationship management', 'feature selection', 'instance selection', 'model selection']","The abstract discusses a hierarchical reference model for supervised classification using support vector machines, which focuses on decision making in customer-centric planning tasks. This aligns with the 'Thinking AI' category, particularly in market analysis and targeting, as it emphasizes accurate models for customer relationship management applications.",0%,0%,100%,0%,0%,"[2009.0, 2011.0)",Customer relationship management,"A classificação supervisionada é uma parte importante da mineração de dados corporativos para apoiar a tomada de decisões em tarefas de planejamento centradas no cliente. O artigo propõe um modelo de referência hierárquico para classificação baseada em máquinas de vetor de suporte dentro dessa disciplina. A abordagem equilibra os objetivos conflitantes de modelos transparentes e precisos e se compara favoravelmente a classificadores alternativos em uma avaliação empírica em larga escala em aplicações reais de gerenciamento de relacionamento com o cliente. Avanços recentes em pesquisas orientadas a máquinas de vetor de suporte são incorporados para abordar a seleção de características, instâncias e modelos em uma estrutura unificada."
How has data-driven marketing evolved: Challenges and opportunities with emerging technologies,Rosário A.T.; Dias J.C.,2023,10.1016/j.jjimei.2023.100203,"This paper explores data-driven marketing, its benefits, and challenges to provide insights and a framework for business leaders and marketers to leverage in their marketing efforts. Using a systematic literature review with bibliometric analysis, we examined a sample of 98 studies indexed in SCOPUS to identify research activity on this topic until May 2023. Data-driven marketing and communications have gained popularity as companies and marketers prioritize leveraging consumer and market data to strategize and make informed decisions. Adopting and integrating various technologies into the company's systems is crucial for companies aiming to achieve a sustainable competitive advantage. By analyzing and interpreting customer data, companies can implement customer-centered marketing initiatives that enhance their experience and satisfaction with the brand, thus strengthening company-customer relationships. However, data-driven marketing faces several challenges, including consumer privacy concerns, data poisoning, information quality issues, and the need for adequate organizational changes. © 2023",Big data; Customer data; Customer relationship management; Data-driven; Marketing,Elsevier B.V.,scopus-big data,50,Thinking AI,"['data-driven marketing', 'customer data', 'market data', 'strategic decisions', 'customer-centered marketing', 'customer experience', 'sustainable competitive advantage']","The abstract emphasizes the importance of analyzing and interpreting customer data to inform marketing strategies, enhance customer experience, and strengthen company-customer relationships. This aligns with the Thinking AI category, particularly focusing on market analysis and targeting through data insights. The mention of leveraging consumer and market data to strategize decisions further supports this classification.",10%,15%,65%,5%,5%,"[2023.0, 2025.0)",Customer relationship management,"Este artigo explora o marketing orientado a dados, seus benefícios e desafios, fornecendo insights e um framework para líderes empresariais e profissionais de marketing utilizarem em seus esforços. Através de uma revisão sistemática da literatura com análise bibliométrica, examinamos uma amostra de 98 estudos indexados na SCOPUS para identificar a atividade de pesquisa sobre este tema até maio de 2023. O marketing e as comunicações orientados a dados ganharam popularidade à medida que empresas e profissionais de marketing priorizam a utilização de dados de consumidores e de mercado para formular estratégias e tomar decisões informadas. A adoção e a integração de diversas tecnologias nos sistemas da empresa são cruciais para aquelas que buscam alcançar uma vantagem competitiva sustentável. Ao analisar e interpretar dados de clientes, as empresas podem implementar iniciativas de marketing centradas no cliente que aprimoram sua experiência e satisfação com a marca, fortalecendo assim as relações entre a empresa e o cliente. No entanto, o marketing orientado a dados enfrenta vários desafios, incluindo preocupações com a privacidade do consumidor, contaminação de dados, problemas de qualidade da informação e a necessidade de mudanças organizacionais adequadas. © 2023"
Marketing segmentation through machine learning models: An approach based on customer relationship management and customer profitability accounting,Florez-Lopez R.; Ramon-Jeronimo J.M.,2009,10.1177/0894439308321592,"Customer relationship management (CRM) aims to build relations with the most profitable clients by performing customer segmentation and designing appropriate marketing tools. In addition, customer profitability accounting (CPA) recommends evaluating the CRM program through the combination of partial measures in a global costĝ€""benefit function. Several statistical techniques have been applied for market segmentations although the existence of large data sets reduces their effectiveness. As an alternative, decision trees are machine learning models that do not consider a priori hypotheses, achieve a high performance, and generate logical rules clearly understood by managers. In this article, a three-stage methodology is proposed that combines marketing feature selection, customer segmentation through univariate and oblique decision trees, and a new CPA function based on marketing, data warehousing, and opportunity costs linked to the analysis of different scenarios. This proposal is applied to a large insurance marketing data set for alternative cost and price conditions showing the superiority of univariate decision trees over statistical techniques. © 2009 Sage Publications.","Artificial intelligence; Costĝ€""benefit analysis; Customer profitability accounting; Customer relationship management; Marketing",,scopus-artificial intelligence,23,Thinking AI,"['customer segmentation', 'decision trees', 'marketing tools', 'customer profitability accounting', 'data warehousing', 'market analysis']","The abstract discusses customer relationship management (CRM) and customer profitability accounting (CPA), focusing on customer segmentation and the evaluation of marketing strategies using statistical and machine learning techniques. The emphasis on using decision trees for customer segmentation and the overall methodology for market analysis aligns closely with the 'Thinking AI' category, which focuses on market analysis and targeting.",0%,20%,80%,0%,0%,"[2009.0, 2011.0)",Customer relationship management,"A gestão de relacionamento com o cliente (CRM) visa construir relações com os clientes mais lucrativos por meio da segmentação de clientes e do design de ferramentas de marketing apropriadas. A contabilidade de lucratividade do cliente (CPA) recomenda avaliar o programa de CRM através da combinação de medidas parciais em uma função global de custo-benefício. Embora várias técnicas estatísticas tenham sido aplicadas para segmentação de mercado, a existência de grandes conjuntos de dados reduz sua eficácia. Como alternativa, árvores de decisão são modelos de aprendizado de máquina que não consideram hipóteses a priori, alcançam alto desempenho e geram regras lógicas facilmente compreendidas pelos gestores. Este artigo propõe uma metodologia em três etapas que combina seleção de características de marketing, segmentação de clientes por meio de árvores de decisão univariadas e oblíquas, e uma nova função CPA baseada em marketing, armazenamento de dados e custos de oportunidade vinculados à análise de diferentes cenários. Essa proposta é aplicada a um grande conjunto de dados de marketing de seguros para condições alternativas de custo e preço, mostrando a superioridade das árvores de decisão univariadas sobre técnicas estatísticas."
To establish online shoppers' markets and rules for dynamic CRM systems An empirical case study in Taiwan,"Chiang, WY",2012,10.1108/10662241211271572,"Purpose - The purpose of this paper is to establish customers' markets and rules of dynamic customer relationship management (CRM) systems for online retailers. Design/methodology/approach - This research proposes a procedure to discover customers' markets and rules, which adopts the recency, frequency, monetary value (RFM) variables, transaction records, and socioeconomic data of the online shoppers to be the research variables. The research methods aim at the supervised apriori algorithm, C5.0 decision tree algorithm, and RFM model. Findings - This research discovered eight RFM markets and six rules of online retailers. Practical implications - The proposed framework and research results can help retailer managers to retain and expand high value markets via their dynamic CRM and POS systems. Originality/value - This research uses data mining technologies to extract high value markets and rules for marketing plans. The research variables are easy to obtain via retailers' systems. The found customer values, RFM markets, shopping association rules, and marketing decision rules can be discovered via the framework of this research.",Taiwan; Consumer behaviour; Customer relationship management; Internet; Apriori algorithm; C5.0 decision tree; RFM model; Customer values,EMERALD GROUP PUBLISHING LTD,wos-data mining,19,Thinking AI,"['dynamic customer relationship management', 'RFM variables', 'transaction records', 'socioeconomic data', 'data mining technologies', 'customer markets', 'marketing plans']","The abstract discusses the establishment of customer markets and rules for dynamic CRM systems, which aligns with strategic analysis in marketing. It focuses on using data mining technologies and various algorithms to analyze customer data, identify high-value markets, and create marketing decision rules. This fits well into the 'Thinking AI' category, which emphasizes market analysis and targeting.",0%,0%,100%,0%,0%,"[2011.0, 2013.0)",Customer relationship management,"O objetivo deste artigo é estabelecer os mercados de clientes e as regras dos sistemas dinâmicos de gerenciamento de relacionamento com o cliente (CRM) para varejistas online. A pesquisa propõe um procedimento para descobrir os mercados e regras dos clientes, adotando as variáveis de recência, frequência e valor monetário (RFM), registros de transações e dados socioeconômicos dos compradores online como variáveis de pesquisa. Os métodos de pesquisa visam o algoritmo apriori supervisionado, o algoritmo de árvore de decisão C5.0 e o modelo RFM. A pesquisa descobriu oito mercados RFM e seis regras para varejistas online. As implicações práticas sugerem que a estrutura proposta e os resultados da pesquisa podem ajudar os gerentes de varejo a reter e expandir mercados de alto valor por meio de seus sistemas dinâmicos de CRM e PDV. Este estudo utiliza tecnologias de mineração de dados para extrair mercados e regras de alto valor para planos de marketing, sendo que as variáveis de pesquisa são fáceis de obter pelos sistemas dos varejistas. Os valores dos clientes encontrados, os mercados RFM, as regras de associação de compras e as regras de decisão de marketing podem ser descobertos por meio da estrutura desta pesquisa."
An integrated model for predicting consumer's intention to write online reviews,Dixit S.; Jyoti Badgaiyan A.; Khare A.,2019,10.1016/j.jretconser.2017.10.001,"For marketers, consumers’ increasing use of online reviews in arriving at purchase decisions is a double edged sword. On one hand, it presents opportunity for manufacturers and sellers to be highlighted for their good work, but at the same time, there remains a possibility of negative review impacting goodwill and reputation. Hence, it is important for managers to identify factors that impact consumers’ intentions to write online reviews. This research delves into this aspect by trying to identify the factors that impact reviews writing intentions of consumers for restaurants. The study extends the theory of planned behaviour with additions of variables such as ego involvement, taking vengeance and helping a restaurant. For this, 252 valid responses were obtained, and structural equation modeling was used to test the proposed model. Results indicate that perceived behavioural control, subjective norms, ego involvement and taking vengeance are significant predictors of intention to write online reviews for the restaurants. © 2017 Elsevier Ltd",Consumer behaviour; E-WOM; Intentions to write online reviews; Theory of planned behaviour,Elsevier Ltd,scopus-prediction,76,Feeling AI,"['online reviews', 'consumer intentions', 'ego involvement', 'helping a restaurant', 'taking vengeance']","The abstract discusses factors that influence consumers' intentions to write online reviews, which directly relates to understanding customer emotions and motivations. The inclusion of variables such as ego involvement and helping a restaurant indicates a focus on understanding emotional needs and relational aspects of consumer behavior, thus aligning with the Feeling AI category. Additionally, the study aims to understand and meet customer emotional needs regarding their review behaviors.",60%,10%,20%,0%,10%,"[2019.0, 2021.0)",Consumer behaviour,"Para os profissionais de marketing, o crescente uso de avaliações online pelos consumidores na tomada de decisões de compra é uma faca de dois gumes. Por um lado, isso oferece oportunidades para que fabricantes e vendedores sejam destacados por seu bom trabalho, mas, ao mesmo tempo, existe a possibilidade de que avaliações negativas impactem a boa vontade e a reputação. Portanto, é importante que os gerentes identifiquem os fatores que influenciam a intenção dos consumidores de escrever avaliações online. Esta pesquisa investiga esse aspecto ao tentar identificar os fatores que impactam a intenção de escrever avaliações de consumidores para restaurantes. O estudo amplia a teoria do comportamento planejado com a adição de variáveis como envolvimento do ego, desejo de vingança e ajuda a um restaurante. Para isso, foram obtidas 252 respostas válidas, e a modelagem de equações estruturais foi utilizada para testar o modelo proposto. Os resultados indicam que o controle comportamental percebido, normas subjetivas, envolvimento do ego e desejo de vingança são preditores significativos da intenção de escrever avaliações online para restaurantes."
A varietal-specific approach to investigate wine risk perception in South Africa: Recommendations for Chenin blanc,Van der Colff N.; Pentz C.; Nieuwoudt H.,2019,10.1108/IJWBR-06-2018-0023,"Purpose: This study aims to describe South African consumers’ wine risk perception on varietal level with recommendations for Chenin blanc. Design/methodology/approach: An exploratory mixed methods approach was followed where qualitative data were used to develop the questionnaire. Quantitative data were collected from 2,051 respondents using an online survey. ANOVA and Fischer least significance difference tests were used to indicate statistical significance. Findings: Significant perceived risks (PRs) associated with Chenin blanc across age and ethnic groups were functional, time and financial risks. Risk-reducing strategies (RRS) in the white wine category were favourite brands and a trusted store, while Sauvignon blanc was also described as an RRS. Recommended Chenin blanc RRS include tastings and events with food. Research limitations/implications: Measurement of PR remains challenging. This research approach can be reproduced and/or adapted to investigate other struggling varietals and/or regions-of-origin. The convenience sample limits generalisability. Practical implications: Segments were identified to develop new markets for Chenin blanc. RRS emphasise the importance of real sensory experience rather than media exposure to build knowledge and familiarity. Originality/value: This study is a pioneering endeavour in terms of using an exploratory mixed methods research approach to investigate and describe risk perception of a specific wine varietal. Recommendations, with implications for strategic marketing decisions, are made for South African Chenin blanc. © 2019, Emerald Publishing Limited.",Chenin blanc; Consumer behaviour; Consumer risk perception; Risk perception; South African white wine; Varietal perceived risk scale,Emerald Group Holdings Ltd.,scopus-recommendation,2,Feeling AI,"['risk perception', 'customer understanding', 'tastings', 'events', 'sensory experience', 'trusted store']","The abstract discusses consumer risk perception concerning Chenin blanc, which relates to understanding customer needs and wants. It emphasizes the importance of sensory experiences and interaction with the product, aligning with the objectives of Feeling AI to develop customer understanding and emotional connections. Additionally, the research recommends strategies aimed at enhancing consumer experience, indicating a focus on relationalization. The findings also highlight the need to tailor marketing efforts based on emotional factors, further solidifying its placement in the Feeling AI category.",70%,10%,20%,0%,0%,"[2019.0, 2021.0)",Consumer behaviour,"Este estudo tem como objetivo descrever a percepção de risco dos consumidores sul-africanos em relação ao vinho Chenin blanc em nível varietal. Foi adotada uma abordagem mista exploratória, utilizando dados qualitativos para desenvolver o questionário e coletando dados quantitativos de 2.051 respondentes por meio de uma pesquisa online. Os testes ANOVA e Fischer foram usados para indicar significância estatística. Os riscos percebidos significativos associados ao Chenin blanc, variando entre grupos etários e étnicos, foram riscos funcionais, de tempo e financeiros. As estratégias de redução de risco na categoria de vinhos brancos incluíram marcas favoritas e lojas de confiança, sendo o Sauvignon blanc também descrito como uma estratégia de redução de risco. As recomendações para o Chenin blanc incluem degustações e eventos com comida. As limitações da pesquisa incluem a dificuldade na medição da percepção de risco e a amostra de conveniência que limita a generalização. Implicações práticas foram identificadas para desenvolver novos mercados para o Chenin blanc, enfatizando a importância da experiência sensorial real em vez da exposição à mídia. Este estudo é pioneiro ao usar uma abordagem de pesquisa mista exploratória para investigar e descrever a percepção de risco de um varietal específico de vinho, com recomendações para decisões de marketing estratégico para o Chenin blanc sul-africano."
